ticker,gsector,mktcap,composite,s_asset_growth,s_rev_growth,s_fcfp,s_sp,s_bp,s_ep,s_ebitda_ev,s_gross_margin,s_roe,s_roa,s_fcf_growth,s_current_ratio,s_cash_ratio,s_int_coverage,s_accruals
HTLD,20,1002.4066899999999,0.38367573570238755,0.9256424275560415,0.18085106382978722,0.11494252873563218,0.8417030567685589,0.9454446262956901,0.33406113537117904,0.9069003285870756,0.12709030100334448,0.27859879584017516,0.31838074398249455,0.026234567901234566,0.6398692810457516,0.7150326797385621,0.15492957746478872,0.7937636761487965
CAL,25,1093.69507,1,0.7670858392564243,0.7833146696528556,0.9343185550082101,0.9486899563318777,0.7086743044189853,0.9748908296943232,0.8745892661555312,0.5680044593088072,0.8839627805145046,0.8047045951859956,0.8518518518518519,0.7915032679738562,0.9405228758169935,0.743796109993293,0.2636761487964989
BC,25,5312.29133,0.9794558578567463,0.7566976489885183,0.7989921612541994,0.8073344280240832,0.8422489082969432,0.6055646481178396,0.8782751091703057,0.8888280394304491,0.3617614269788183,0.752599890530925,0.7171772428884027,0.8564814814814815,0.6124183006535948,0.6758169934640523,0.6277665995975855,0.5306345733041575
WSFS,40,3535.05796,0.5852304275402554,0.5401858939311099,0.13885778275475924,0.7241379310344828,0.4650655021834061,0.828696126568467,0.855349344978166,0.9112814895947426,0.8595317725752508,0.5402298850574713,0.3637855579868709,0.1712962962962963,NA,NA,NA,0.11706783369803064
WBS,40,10589.7098,0.5624652970571904,0.4570803717878622,0.07614781634938406,0.8232074438970991,0.4814410480349345,0.8614293507910529,0.8804585152838428,0.8148959474260679,0.7564102564102564,0.5161466885604816,0.34956236323851203,0.2762345679012346,NA,NA,NA,0.14606126914660833
MKL,40,22931.917554480002,0.7229317046085508,0.2761071623838163,0.09742441209406494,0.8828680897646415,0.7036026200873362,0.795417348608838,0.8941048034934498,0.9238773274917853,0.17279821627647715,0.6338259441707718,0.5454048140043763,0.47762345679012347,NA,NA,0.8276324614352784,0.2587527352297593
FBP,40,3388.8316,0.7812326485285952,0.6342263531984691,0.28387458006718924,0.8576902025177887,0.4415938864628821,0.6399345335515548,0.9012008733624454,0.9134720700985761,0.875139353400223,0.7613574165298304,0.39059080962800874,0.32098765432098764,NA,NA,NA,0.16520787746170673
PLAB,45,1543.14959,0.8600777345918934,0.18425369054127938,0.46248600223964165,0.8850574712643678,0.6517467248908297,0.7823240589198036,0.8771834061135371,0.9879518072289156,0.568561872909699,0.6130268199233716,0.7833698030634574,0.49228395061728397,0.13464052287581696,0.13464052287581696,0.9906103286384976,0.8763676148796499
OFG,40,2084.68716,0.8500832870627429,0.19190814652815746,0.2200447928331467,0.9233716475095786,0.48253275109170307,0.7430441898527005,0.8962882096069869,0.9791894852135816,0.9292084726867336,0.6639299397920088,0.3966083150984683,0.841820987654321,NA,NA,NA,0.2341356673960613
FBNC,40,1955.4766,0.3442531926707385,0.2094040459267359,0.1192609182530795,0.7208538587848933,0.3695414847161572,0.82924168030551,0.7243449781659389,0.7026286966046003,0.8294314381270903,0.44499178981937604,0.31564551422319476,0.2037037037037037,NA,NA,NA,0.1548140043763676
WSBC,40,2363.2564800000005,0.45419211549139366,0.4833242208857299,0.13325867861142215,0.7077175697865353,0.45906113537117904,0.9263502454991817,0.8056768558951966,0.6374589266155531,0.8238573021181717,0.37219485495347565,0.31673960612691465,0.2924382716049383,NA,NA,NA,0.13730853391684905
KO,30,276043.63176,0.5458078845086063,0.4461454346637507,0.5055991041433371,0.5079365079365079,0.2183406113537118,0.2144026186579378,0.597707423580786,0.37458926615553123,0.7385730211817169,0.9140667761357416,0.8517505470459519,0.4691358024691358,0.7568627450980392,0.4699346405228758,0.6901408450704225,0.22155361050328226
UBSI,40,5715.749400000001,0.49472515269294837,0.6336796063422636,0.12318029115341544,0.7706622879036672,0.3537117903930131,0.8936170212765957,0.7843886462882096,0.764512595837897,0.7865105908584169,0.4061302681992337,0.3533916849015317,0.20756172839506173,NA,NA,NA,0.15426695842450766
CDNS,45,84146.63103,0.45363686840644085,0.28266812465828317,0.3163493840985442,0.3240284619594964,0.06604803493449782,0.10801963993453355,0.3111353711790393,0.19934282584884994,0.9882943143812709,0.879584017515052,0.9644420131291028,0.533179012345679,0.7006535947712418,0.4137254901960784,0.926224010731053,0.6050328227571116
ED,55,34845.58308,0.5496946141032759,0.839803171131766,0.8073908174692049,0.0815544608648057,0.5349344978165939,0.8963447899618112,0.8324235807860262,0.572289156626506,0.3238573021181717,0.5593869731800766,0.5399343544857768,0.0015432098765432098,0.8222222222222222,0.7679738562091503,0.3038229376257545,0.10503282275711157
CHCO,40,1930.66678702,0.5585785674625208,0.46746856205576814,0.14333706606942886,0.7536945812807881,0.23253275109170304,0.5548281505728314,0.7603711790393013,0.6823658269441402,0.9509476031215162,0.7088122605363985,0.4113785557986871,0.5802469135802469,NA,NA,NA,0.17177242888402622
CECO,20,1121.07695,0.27318156579677955,0.15472936030617823,0.15173572228443444,0.4794745484400657,0.5900655021834061,0.40098199672667756,0.3056768558951965,0.3368017524644031,0.3634336677814939,0.3524904214559387,0.4414660831509847,0.6743827160493827,0.6339869281045751,0.6764705882352942,0.39101274312541917,0.6094091903719913
FICO,45,57827.23117044,0.21321488062187674,0.31109896118097324,0.4148936170212766,0.2731253420908593,0.048034934497816595,0.05455537370430987,0.2816593886462882,0.17907995618838993,0.919732441471572,0.06239737274220033,0.9928884026258206,0.4035493827160494,0.5797385620915032,0.5941176470588235,0.6197183098591549,0.350656455142232
CNMD,35,2287.16964,0.6418656302054414,0.6992892290869328,0.2558790593505039,0.6091954022988506,0.6304585152838428,0.6028368794326241,0.48526200873362446,0.42825848849945236,0.6828316610925307,0.41598248494800216,0.4737417943107221,0.9799382716049383,0.42156862745098034,0.8928104575163399,0.41716968477531857,0.35393873085339167
EPAC,20,2615.40244,0.39811215991116045,0.6139967195188627,0.715565509518477,0.4247400109469075,0.30513100436681223,0.3044189852700491,0.5223799126637555,0.4414019715224535,0.6432552954292085,0.7799671592775042,0.8408096280087527,0.4714506172839506,0.2450980392156863,0.25098039215686274,0.6861167002012073,0.12089715536105028
XRAY,35,3906.0269999999996,0.7279289283731261,0.8288682340076545,0.6534154535274357,0.6836343732895457,0.8089519650655022,0.9121658483360611,0.13864628820960698,0.8127053669222344,0.7101449275362319,0.21839080459770116,0.20076586433260393,0.22993827160493827,0.634640522875817,0.7084967320261437,0.4460093896713615,0.6788840262582057
FAST,20,47870.35416,0.6540810660744031,0.7714598141060689,0.5386338185890258,0.42090859332238645,0.20032751091703058,0.15984724495362793,0.43504366812227074,0.2853231106243154,0.5880713489409142,0.886152162014231,0.9863238512035011,0.7631172839506173,0.11503267973856213,0.6176470588235294,0.9758551307847082,0.6405908096280087
CPF,40,863.9148,0.7662409772348695,0.5664297430289775,0.3023516237402015,0.873015873015873,0.48799126637554585,0.75177304964539,0.8105895196506551,0.9737130339539978,0.8528428093645485,0.5648604269293924,0.29814004376367614,0.4305555555555556,NA,NA,NA,0.19638949671772432
CRK,10,4550.50377,0.7473625763464742,0.2930563149261892,0.9888017917133258,0.05966064586754242,0.45251091703056767,0.7757774140752864,0.6719432314410481,0.7957283680175247,0.6755852842809364,0.4603174603174603,0.5218818380743983,0.03780864197530864,0.934640522875817,0.9633986928104575,0.23272971160295103,0.899343544857768
DTE,55,26049.163780000003,0.8006662965019433,0.47457627118644063,0.9720044792833147,0.14614121510673234,0.5933406113537117,0.7168576104746317,0.730349344978166,0.6314348302300109,0.3333333333333333,0.5883962780514504,0.49562363238512036,NA,0.9601307189542484,0.9862745098039216,0.36955063715627096,0.47702407002188185
MATX,20,5087.1074679,0.8961687951138256,0.7386550027337343,0.9608062709966405,0.6382047071702244,0.6637554585152838,0.7599563557010366,0.7549126637554585,0.6462212486308871,0.23968784838350055,0.578544061302682,0.7166301969365426,0.10725308641975309,0.7862745098039216,0.7039215686274509,0.8799463447350772,0.5426695842450766
IMKTA,30,1074.8755,0.8151027207107163,0.35757244395844723,0.5823068309070549,0.8182813355227149,0.9874454148471615,0.9759956355701036,0.9830786026200873,0.9852135815991238,0.2302118171683389,0.6464148877941981,0.7839168490153173,0.15123456790123457,0.24248366013071898,0.322875816993464,0.7847082494969819,0.3238512035010941
AIN,20,2594.77,0.47751249305941146,0.24712957900492072,0.39249720044792835,0.4072249589490969,0.5567685589519651,0.5875613747954174,0.6353711790393013,0.6593647316538883,0.5384615384615384,0.5632183908045977,0.6963894967177243,0.8287037037037037,0.1777777777777778,0.4222222222222223,0.6948356807511737,0.3079868708971554
COHR,45,15491.14624,0.1793448084397557,0.43357025697102247,0.8432250839865622,0.3070607553366174,0.40338427947598254,0.4249863611565739,0.20087336244541484,0.35870755750273825,0.5011148272017837,0.22386425834701698,0.2100656455142232,0.45524691358024694,0.2679738562091504,0.3764705882352941,0.20724346076458752,0.5448577680525164
CLH,20,14018.590909999999,0.4275402554136591,0.509021323127392,0.5531914893617021,0.3864258347016968,0.4972707423580786,0.3578832515002728,0.47270742358078605,0.47480832420591457,0.34057971014492755,0.7060755336617406,0.6706783369803063,0.5308641975308642,0.4228758169934641,0.4928104575163399,0.4969818913480885,0.6055798687089715
CTBI,40,1065.0608399999999,0.5535813436979455,0.3739748496446146,0.15845464725643899,0.7723043240284619,0.4039301310043668,0.8019639934533551,0.837882096069869,0.8313253012048193,0.8088071348940914,0.548440065681445,0.3741794310722101,0.3464506172839506,NA,NA,NA,0.14496717724288843
XOM,10,518445.40619999997,0.8900610771793448,0.6096227446692182,0.9109742441209406,0.715927750410509,0.6806768558951966,0.640480087288598,0.8187772925764192,0.8159912376779846,0.2040133779264214,0.7016967706622879,0.8172866520787746,0.20987654320987653,0.5934640522875817,0.5176470588235293,0.8739101274312542,0.5629102844638949
IPAR,30,4409.2498,0.4330927262631871,0.48113723346090764,0.2150055991041433,0.3891625615763547,0.39574235807860264,0.3169667212220404,0.5529475982532751,0.4687842278203724,0.7753623188405797,0.7865353037766831,0.8555798687089715,0.6041666666666666,0.2895424836601307,0.47581699346405226,0.8745808182427901,0.04868708971553615
MGM,25,11415.351600000002,0.8617434758467518,0.8999453253143794,0.1942889137737962,0.9480021893814997,0.8777292576419214,0.7523186033824332,0.9274017467248908,0.463855421686747,0.5741360089186176,0.8144499178981938,0.45951859956236324,0.808641975308642,0.5575163398692811,0.30457516339869284,0.4232059020791415,0.4272428884026258
WM,20,91599.74852,0.6318711826762909,0.4816839803171131,0.5845464725643896,0.361247947454844,0.300764192139738,0.19749045280960176,0.4470524017467249,0.4408543263964951,0.46153846153846156,0.8757525998905309,0.7303063457330415,0.408179012345679,0.869281045751634,0.8294117647058823,0.608316566063045,0.7171772428884027
KKR,40,144665.85723,0.11882287617990006,0.202843083652269,0.007838745800671898,0.1921182266009852,0.19596069868995633,0.342607746863066,0.45633187772925765,0.4457831325301205,0.5479375696767002,0.7186644772851669,0.35557986870897157,NA,NA,NA,0.4138162307176392,0.07330415754923414
COKE,30,10116.07355024,0.8650749583564686,0.19081465281574628,0.48376259798432253,0.6425834701696771,0.6834061135371179,0.31151118385160936,0.6140829694323144,0.7272727272727273,0.5039018952062431,0.866447728516694,0.8298687089715536,0.8387345679012346,0.5594771241830065,0.46601307189542485,0.9221998658618377,0.8129102844638949
DY,20,5285.52416,0.4131038312048862,0.32312739201749585,0.42329227323628216,0.270935960591133,0.7374454148471615,0.3906164757228587,0.6228165938864629,0.6166484118291348,0.1616499442586399,0.7777777777777778,0.7921225382932167,NA,0.22549019607843135,0.7483660130718954,0.5868544600938967,0.26531728665207877
GATX,20,5834.082240000001,0.2659633536923931,0.2356478950246036,0.3936170212765957,0.021346469622331693,0.32587336244541487,0.7446808510638298,0.6512008733624454,0.4600219058050383,0.8121516164994426,0.5599343185550082,0.44803063457330417,NA,NA,NA,0.23675385647216632,0.3342450765864332
GD,20,78093.94843969001,0.6279844530816213,0.40787315472936025,0.48544232922732367,0.6206896551724138,0.6266375545851528,0.4795417348608838,0.631004366812227,0.4583789704271632,0.1443701226309922,0.6721401204159825,0.6859956236323851,0.5185185185185185,0.6104575163398693,0.8470588235294118,0.7525150905432596,0.349015317286652
GE,20,197150.67504,0.4569683509161577,0.9486057955166758,0.874020156774916,0.34756431308155444,0.45141921397379914,0.281505728314239,0.6686681222707423,0.26396495071193865,0.241917502787068,0.8357963875205254,0.6225382932166302,0.3132716049382716,0.7359477124183007,0.5398692810457517,0.443326626425218,0.06509846827133481
LH,35,20170.38124,0.7218212104386452,0.9628212137780208,0.9272116461366181,0.5829228243021346,0.6610262008733624,0.6148390616475723,0.3777292576419214,0.5443592552026287,0.33890746934225197,0.3191023535851122,0.42286652078774617,0.2175925925925926,0.7398692810457517,0.7895424836601307,0.5835010060362174,0.5590809628008753
ONB,40,7387.39152,0.4691837867851194,0.4647348277747403,0.07838745800671898,0.7181171319102354,0.4519650655021834,0.823240589198036,0.868995633187773,0.6883899233296824,0.8199554069119287,0.5347564313081554,0.3517505470459519,0.22839506172839505,NA,NA,NA,0.11816192560175054
LNN,20,1441.35112,0.5730149916712938,0.612356478950246,0.8555431131019037,0.6070060207991242,0.5360262008733624,0.541189307146754,0.6681222707423581,0.5290251916757941,0.39241917502787066,0.6179529282977558,0.7817286652078774,0.25462962962962965,0.14771241830065363,0.21633986928104576,0.8832997987927566,0.4529540481400438
MGPI,30,1015.98484,0.688506385341477,0.1432476763258611,0.4944008958566629,0.4400656814449918,0.7527292576419214,0.911620294599018,0.9344978165938864,0.9085432639649507,0.46321070234113715,0.60207991242474,0.7724288840262582,0.24691358024691357,0.12091503267973858,0.7967320261437909,0.8598256203890007,0.0705689277899344
CHTR,50,56446.835139999996,0.9483620210993893,0.6189174412247129,0.6550951847704367,0.6869184455391352,0.7936681222707423,0.7157665030005456,0.8744541484716157,0.8619934282584885,0.4604236343366778,0.9178981937602627,0.4912472647702407,0.2199074074074074,0.9986928104575163,0.9294117647058824,0.33735747820254863,0.6783369803063457
BAH,20,18933.401862270002,0.3192670738478623,0.6932750136686714,0.31466965285554316,0.28297755883962783,0.6413755458515283,0.1298417894162575,0.5311135371179039,0.42880613362541076,0.21070234113712374,0.946360153256705,0.799781181619256,0.13503086419753085,0.5379084967320261,0.6248366013071895,0.5734406438631791,0.03610503282275712
GM,25,61126.54164,0.8028872848417545,0.5396391470749043,0.42385218365061594,0.08757525998905309,0.9568777292576419,0.9481723949809057,0.9776200873362445,0.9337349397590361,0.1850613154960981,0.6420361247947455,0.5421225382932167,NA,0.7830065359477124,0.6398692810457516,0.374916163648558,0.46225382932166303
HHH,60,4348.97012,0.14880621876735148,0.7211591033351559,0.9764837625979843,0.08921729611384784,0.3094978165938865,0.8346972176759411,0.04639737991266375,NA,0.14046822742474915,0.14887794198139026,0.1460612691466083,NA,NA,NA,0.16498993963782696,0.38621444201312916
LPLA,40,24347.231251200003,0.2509716823986674,0.302351011481684,0.27547592385218367,0.2523262178434592,0.5267467248908297,0.18276050190943807,0.6451965065502183,0.6161007667031764,0.17614269788182832,0.9337712096332786,0.8413566739606126,0.07484567901234568,NA,NA,0.7075788061703555,0.03391684901531733
CPAY,40,26572.438282889998,0.7518045530260966,0.2925095680699836,0.4227323628219485,0.7695675971538041,0.18340611353711792,0.28805237315875615,0.5791484716157205,0.5208105147864184,0.6527313266443702,0.8779419813902573,0.7089715536105032,0.9189814814814815,0.8065359477124183,0.530718954248366,0.5130784708249497,0.7193654266958425
KNX,20,9609.96848,0.4042198778456413,0.17058501913614,0.7659574468085106,0.27859879584017516,0.722707423580786,0.894708128750682,0.4164847161572052,0.6385542168674698,0.10590858416945373,0.2988505747126437,0.40536105032822756,0.08564814814814815,0.8555555555555556,0.6947712418300653,0.32327297116029513,0.7423413566739606
TRGP,10,44550.2709,0.6624097723486951,0.4330235101148169,0.9479283314669653,0.3563218390804598,0.46888646288209607,0.16475722858701583,0.3771834061135371,0.5345016429353778,0.2408026755852843,0.8571428571428571,0.5650984682713348,0.3140432098765432,0.9045751633986928,0.9326797385620915,0.4540576794097921,0.862691466083151
WD,40,3720.44806,0.308717379233759,0.6943685073810826,0.8880179171332587,0.2134646962233169,0.39192139737991266,0.7135842880523732,0.49290393013100436,0.7431544359255202,0.5278706800445931,0.36507936507936506,0.4644420131291028,0.06712962962962964,NA,NA,0.29711602951039573,0.05908096280087527
IBM,45,210273.51945,0.7329261521377013,0.405686167304538,0.6254199328107503,0.6962233169129721,0.388646288209607,0.22804146208401527,0.5633187772925764,0.3822562979189485,0.7157190635451505,0.8784893267651889,0.6520787746170679,0.6851851851851852,0.8464052287581699,0.5790849673202614,0.4983232729711603,0.537746170678337
BKU,40,3144.69043,0.4725152692948362,0.8206670311645707,0.06494960806271,NA,0.6664847161572053,0.8854337152209493,0.7478165938864629,0.5032858707557503,0.5484949832775919,0.3798576902025178,0.2702407002188184,NA,NA,NA,NA,0.2478118161925602
KMI,10,62805.7628,0.858411993337035,0.640787315472936,0.9333706606942889,0.7296113847837986,0.32805676855895194,0.6977632296781233,0.5900655021834061,0.5312157721796276,0.5105908584169454,0.4039408866995074,0.5120350109409191,0.6172839506172839,0.9941176470588236,0.9810457516339869,0.32930918846411805,0.613238512035011
ITT,20,12723.78,0.6018878400888396,0.5139420448332421,0.41601343784994405,0.4931581828133552,0.3400655021834061,0.3791598472449536,0.5343886462882096,0.39923329682365827,0.4336677814938685,0.685823754789272,0.8402625820568927,0.8680555555555556,0.47516339869281043,0.522875816993464,0.9101274312541918,0.4037199124726477
APO,40,99034.77448000001,0.3475846751804553,0.13395297977036635,0.008398656215005573,0.7137383689107827,0.4279475982532751,0.23022367703218766,0.7096069868995634,0.5432639649507119,0.15328874024526198,0.9622331691297209,0.4020787746170678,0.7723765432098766,NA,NA,0.8645204560697518,0.1805251641137856
HCA,35,82883.84434000001,0.6113270405330372,0.37506834335702566,0.47032474804031354,0.6704980842911877,0.736353711790393,0.046917621385706494,0.7794759825327511,0.7409638554216867,0.16945373467112598,0.015873015873015872,0.8156455142231948,0.5516975308641975,0.7326797385620916,0.8888888888888888,0.5224681421864521,0.724835886214442
HII,20,7744.411679999999,0.9189339255968906,0.5456533624931657,0.4848824188129899,0.825944170771757,0.884825327510917,0.745771958537916,0.8973799126637555,0.7130339539978094,0.13935340022296544,0.7006020799124247,0.6832603938730853,0.6890432098765432,0.8490196078431372,0.8169934640522876,0.6116700201207244,0.3495623632385121
AL,20,5669.0893,0.5741254858411994,0.373428102788409,0.3673012318029115,0.010399562123700055,0.5524017467248908,0.9819967266775778,0.9388646288209607,0.6867469879518072,0.9821627647714605,0.4537493158182813,0.42669584245076586,NA,NA,NA,0.2562038900067069,0.44803063457330417
SR,55,4227.23483,0.5247084952803998,0.5921268452706396,0.21444568868980962,0.09961685823754789,0.6735807860262009,0.8259683578832515,0.7117903930131004,0.5788608981380066,0.25195094760312153,0.42419266557197594,0.43216630196936545,NA,0.9555555555555556,0.9934640522875817,0.301140174379611,0.312910284463895
THR,20,1063.0985999999998,0.5397001665741255,0.16074357572443954,0.3605823068309071,0.638752052545156,0.5753275109170306,0.6535733769776323,0.6883187772925764,0.627053669222344,0.5462653288740246,0.5429666119321291,0.7352297592997812,0.6103395061728395,0.30000000000000004,0.5274509803921569,0.6955063715627096,0.2948577680525164
MPC,10,50184.88913611,0.9866740699611327,0.8545653362493166,0.9148936170212766,0.9808429118773946,0.9612445414847162,0.7588652482269503,0.9819868995633187,0.9693318729463308,0.09253065774804906,0.8938149972632731,0.8457330415754923,0.36728395061728397,0.5477124183006536,0.5052287581699346,0.7203219315895373,0.550328227571116
SXC,15,1047.7863200000002,0.8678511937812327,0.6867140513942045,0.5571108622620381,0.9244663382594417,0.9252183406113537,0.8625204582651391,0.736353711790393,0.9474260679079957,0.1254180602006689,0.47728516694033934,0.5180525164113785,0.49074074074074076,0.45032679738562087,0.44771241830065356,0.47619047619047616,0.8533916849015317
CHEF,30,1768.50405,0.23042754025541365,0.22525970475669765,0.13773796192609178,0.23973727422003285,0.9219432314410481,0.46590289143480634,0.38700873362445415,0.4830230010952902,0.25418060200668896,0.4132457580733443,0.4338074398249453,NA,0.44052287581699345,0.8300653594771241,0.3440643863179074,0.26859956236323856
