month_date,long,short,long_short,mktrf,smb,hml,rmw,cma,umd,rf
2012-11-30,0.018797245,-0.0046397983333333346,0.023437043333333334,0.0078,0.004,-0.0086,0.0038,0.0081,0.0053,1e-4
2012-12-31,0.038599215,0.038901545,-3.0233000000000343e-4,0.0118,0.0192,0.0348,-0.0172,0.008,-0.0294,1e-4
2013-01-31,0.07517290833333333,0.06964673833333333,0.005526169999999997,0.0557,0.0042,0.0101,-0.0201,0.0152,-0.0179,0
2013-02-28,0.0044574616666666666,0.015977056666666666,-0.011519595,0.0129,-0.0025,0.0021,-0.0059,0.0061,0.0124,0
2013-03-31,0.052321646666666666,0.05048150263682,0.0018401440298466687,0.0403,0.0088,-0.0022,0.0027,0.0141,0.0192,0
2013-04-30,0.012659795000000001,-0.0012748616666666641,0.013934656666666666,0.0156,-0.0224,0.0044,0.0039,0.0043,0.0021,0
2013-05-31,0.06805646333333333,0.05504174333333334,0.013014719999999994,0.0281,0.0204,0.0267,-0.02,-0.0095,-0.02,0
2013-06-30,-0.012958876666666667,0.015189979999999999,-0.028148856666666666,-0.012,0.0154,-5e-4,-0.0028,-6e-4,0.0058,0
2013-07-31,0.08592274833333333,0.081905135,0.0040176133333333225,0.0565,0.0175,0.0058,-0.0135,0.0057,0.0174,0
2013-08-31,2.865633333333326e-4,-0.03268235,0.03296891333333333,-0.0271,-3e-4,-0.0273,0.0071,-0.0217,5e-4,0
2013-09-30,0.05879062166666667,0.05484109634263,0.003949525324036668,0.0377,0.0265,-0.0118,-0.0054,-0.0132,0.0304,0
2013-10-31,0.03056444666666667,-0.019071555,0.049636001666666665,0.0417,-0.015,0.0122,0.0275,0.0089,6e-4,0
2013-11-30,0.037632921666666666,0.034201205,0.0034317166666666676,0.0312,0.0144,0.0019,0.0026,6e-4,0.0038,0
2013-12-31,0.02760598666666667,0.03884107740012667,-0.01123509073346,0.028,-0.0044,0,-0.0058,8e-4,2e-4,0
2014-01-31,0.0056178583333333365,0.007510681666666666,-0.0018928233333333298,-0.033,0.006,-0.0199,-0.0391,-0.0154,0.0165,0
2014-02-28,0.06315886666666667,0.05028832666666667,0.012870540000000007,0.0468,0.0013,-0.0035,-0.0025,-0.0054,0.0215,0
2014-03-31,-0.031984799999999994,-0.05533062166666667,0.023345821666666676,0.0041,-0.0113,0.049,0.0202,0.0192,-0.0327,0
2014-04-30,-0.045613081666666666,-0.07613542665211,0.03052234498544333,-0.0019,-0.0407,0.0122,0.034,0.0093,-0.0389,0
2014-05-31,-0.014374436666666667,0.004845230000000001,-0.01921966666666667,0.0204,-0.0186,-0.001,-9e-4,-0.0096,0.0088,0
2014-06-30,0.06859965394877333,0.11696215333333333,-0.04836249938456,0.0261,0.0306,-0.0071,-0.0183,-0.0191,0.0065,0
2014-07-31,-0.068319535,-0.0643267,-0.003992835,-0.0203,-0.042,-8e-4,0.0093,0.0051,-0.0019,0
2014-08-31,0.06432035166666666,0.06570512666666667,-0.0013847750000000048,0.0424,0.0029,-0.0057,-0.0064,-0.0069,0.0084,0
2014-09-30,-0.058853405,-0.04792476666666667,-0.01092863833333333,-0.0196,-0.0366,-0.0147,0.012,-0.0059,0.0064,0
2014-10-31,0.027817534999999997,0.05240385333333333,-0.024586318333333336,0.0251,0.0366,-0.0163,-0.0039,0.0021,-0.0027,0
2014-11-30,0.004406291666666664,0.001498021666666667,0.0029082699999999975,0.0256,-0.023,-0.0313,0.0157,0.0014,0.0069,0
2014-12-31,0.015519446666666666,0.015436483333333334,8.296333333333156e-5,-5e-4,0.0283,0.0212,-0.0121,0.009,0.0105,0
2015-01-31,-0.047784578333333334,-0.007917538333333335,-0.03986704,-0.0309,-0.0093,-0.0345,0.0158,-0.0164,0.0372,0
2015-02-28,0.08763666666666667,0.090582695,-0.0029460283333333365,0.0614,0.0036,-0.0179,-0.011,-0.0175,-0.0289,0
2015-03-31,-6.603128976666669e-4,0.0060825333333333325,-0.006742846231,-0.0109,0.0308,-0.0038,7e-4,-0.0062,0.027,0
2015-04-30,0.008879986666666667,-0.028192518333333333,0.037072505,0.006,-0.0301,0.018,5e-4,-0.0062,-0.0726,0
2015-05-31,0.012895356666666666,0.060784519999999995,-0.04788916333333333,0.0138,0.0082,-0.0111,-0.0176,-0.0083,0.0576,0
2015-06-30,-0.012859598333333336,-0.0037188733333333337,-0.009140725000000002,-0.0154,0.029,-0.0082,0.0035,-0.0154,0.03,0
2015-07-31,-0.03668893166666667,-0.03801729833333333,0.0013283666666666638,0.0157,-0.0458,-0.0416,0.0031,-0.0244,0.1,0
2015-08-31,-0.049801535,-0.10910177833333333,0.05930024333333333,-0.0602,0.0029,0.0275,0.0066,0.0129,-0.0214,0
2015-09-30,-0.06448049,-0.12579327354928332,0.06131278354928332,-0.0306,-0.028,0.0055,0.018,-0.0059,0.0526,0
2015-10-31,0.08053524333333333,0.032261069999999996,0.04827417333333333,0.0775,-0.0206,-0.0047,0.0095,0.0061,-0.0329,0
2015-11-30,0.00658373,0.08894867666666667,-0.08236494666666667,0.0057,0.033,-0.0043,-0.0265,-0.0106,0.023,0
2015-12-31,-0.06520686333333334,-0.029972449999999998,-0.03523441333333334,-0.0215,-0.0295,-0.0257,0.0034,0.0012,0.0333,1e-4
2016-01-31,-0.13545569383477332,-0.22117145293766666,0.08571575910289334,-0.0574,-0.0344,0.0208,0.0278,0.0305,0.0149,1e-4
2016-02-29,0.009253251666666667,-0.03803532666666667,0.04728857833333333,-7e-4,0.0087,-0.0061,0.0331,0.0194,-0.0434,2e-4
2016-03-31,0.110103665,0.09509650087636333,0.015007164123636674,0.0695,0.01,0.0122,0.0068,1e-4,-0.0504,2e-4
2016-04-30,0.03339668833333333,0.06798296384366667,-0.034586275510333345,0.0091,0.0123,0.0322,-0.0285,0.0177,-0.0599,1e-4
2016-05-31,0.017361039999999998,0.030233135,-0.012872095000000004,0.0178,-0.0062,-0.0162,-0.011,-0.0254,0.0145,1e-4
2016-06-30,-0.011872775,-0.009551463837680001,-0.002321311162319999,-3e-4,0.0042,-0.0149,0.0145,0.019,0.0414,2e-4
2016-07-31,0.082523945,0.09683865666666666,-0.01431471166666666,0.0394,0.0247,-0.0124,0.0131,-0.0116,-0.0339,2e-4
2016-08-31,0.016838173137466668,0.020428971565116666,-0.003590798427649998,0.0049,0.0166,0.0317,-0.0185,-0.0036,-0.0346,2e-4
2016-09-30,0.03844065333333334,0.04379750333333333,-0.005356849999999989,0.0027,0.0181,-0.0119,-0.0218,3e-4,0.0022,2e-4
2016-10-31,-0.06124775666666667,-0.09527825666666667,0.034030500000000005,-0.0201,-0.0402,0.0411,0.0099,0.0025,0.0055,2e-4
2016-11-30,0.11876034166666666,0.07699230666666666,0.041768034999999995,0.0485,0.0696,0.0829,-0.0024,0.0371,-0.047,1e-4
2016-12-31,0.004126049999999997,-0.008078021666666668,0.012204071666666665,0.0181,0.0044,0.0347,0.0124,-0.0032,-0.0026,3e-4
2017-01-31,0.04125095833333333,0.04542358666666667,-0.004172628333333338,0.0194,-0.0144,-0.0276,-0.0051,-0.0106,-0.0092,4e-4
2017-02-28,0.007631343333333334,0.03788588666666667,-0.030254543333333335,0.0355,-0.023,-0.015,0.0045,-0.018,-0.0153,4e-4
2017-03-31,-0.026009903333333334,0.008575381666666666,-0.034585285,0.0017,0.0075,-0.0333,0.0063,-0.0095,-0.0096,3e-4
2017-04-30,0.008585988333333334,-0.0011952066666666664,0.009781195000000001,0.0108,0.0041,-0.0205,0.0179,-0.016,0.005,5e-4
2017-05-31,-0.027259114999999997,-0.011328795,-0.015930319999999998,0.0107,-0.0299,-0.0382,0.0099,-0.0166,0.015,6e-4
2017-06-30,0.05074649196455333,0.04050374333333333,0.010242748631220003,0.0078,0.0252,0.015,-0.0226,4e-4,-0.0011,6e-4
2017-07-31,0.022449220000000002,0.026966295,-0.004517074999999999,0.0188,-0.0164,-0.0023,-0.0075,-0.0015,0.0164,7e-4
2017-08-31,-0.0013406683333333366,-0.022307445,0.020966776666666662,0.0018,-0.0183,-0.0213,0.002,-0.0238,0.0338,9e-4
2017-09-30,0.04636785,0.06035869834555667,-0.013990848345556667,0.0249,0.0476,0.0315,-0.0154,0.0163,-0.0134,9e-4
2017-10-31,-7.396016666666678e-4,-5.474599999999996e-4,-1.9214166666666822e-4,0.0225,-0.0191,0.0013,0.0092,-0.0314,0.0421,9e-4
2017-11-30,0.029457905,0.036047579999999996,-0.006589674999999996,0.0312,-0.0038,-9e-4,0.0319,-0.001,-0.0094,8e-4
2017-12-31,0.014688288333333334,0.018270143333333336,-0.003581855000000002,0.0106,-0.0105,5e-4,0.0073,0.0179,-0.0157,9e-4
2018-01-31,0.049241435,0.02731030666666667,0.02193112833333333,0.0558,-0.0321,-0.0132,-0.0075,-0.0105,0.0406,0.0011
2018-02-28,-0.04013799166666667,-0.021462501666666668,-0.018675490000000003,-0.0364,0.0034,-0.011,0.0053,-0.0236,0.036,0.0011
2018-03-31,0.010749446666666667,-0.012182318333333332,0.022931765,-0.0235,0.0361,-0.0021,-0.0041,8e-4,-0.012,0.0012
2018-04-30,0.026887346666666666,0.025187345,0.001700001666666666,0.0029,0.0089,0.0053,-0.0242,0.0124,0.0045,0.0014
2018-05-31,0.0738685671392,0.06376405833333333,0.010104508805866663,0.0263,0.0471,-0.0314,-0.0198,-0.0149,0.0391,0.0014
2018-06-30,0.018008631666666667,0.007077081666666665,0.010931550000000002,0.0049,0.0077,-0.0233,0.0083,0.002,-0.0228,0.0014
2018-07-31,0.005334195,-0.0056156999999999995,0.010949895,0.032,-0.0193,0.0049,0.0153,0.0031,-0.0143,0.0016
2018-08-31,0.0619703,0.07280067166666666,-0.010830371666666665,0.0346,0.0065,-0.0391,-0.0029,-0.0257,0.0531,0.0016
2018-09-30,-0.019282151666666667,-0.031091165,0.011809013333333333,6e-4,-0.0249,-0.0162,0.0065,0.0136,-0.001,0.0015
2018-10-31,-0.12856677333333333,-0.156450685,0.027883911666666678,-0.0764,-0.0438,0.0338,0.0103,0.036,-0.0206,0.0019
2018-11-30,0.007685745000000002,0.015915006666666665,-0.008229261666666664,0.0171,-0.0081,0.0036,-0.0061,0.004,-0.0142,0.0018
2018-12-31,-0.12508768333333334,-0.12637316333333334,0.0012854800000000055,-0.0955,-0.0281,-0.0192,-3e-4,0.0024,0.0175,0.0019
2019-01-31,0.13811608179153334,0.14675790671807334,-0.008641824926540004,0.0836,0.0291,-0.0039,-0.0073,-0.0165,-0.086,0.0021
2019-02-28,0.056956451666666665,0.07483586333333334,-0.01787941166666667,0.0342,0.0172,-0.0266,0.0016,-0.0154,0.0077,0.0018
2019-03-31,-0.021896647146675,0.014275941666666665,-0.03617258881334166,0.011,-0.0352,-0.0414,0.0088,-0.009,0.0224,0.0019
2019-04-30,0.02634197,-0.020875960000000002,0.047217930000000005,0.0397,-0.0115,0.0213,0.0161,-0.0218,-0.0291,0.0021
2019-05-31,-0.124991175,-0.06308751333333333,-0.061903661666666665,-0.0692,-0.0156,-0.0245,-0.0048,0.0176,0.0756,0.0021
2019-06-30,0.08162116333333333,0.08451277166666667,-0.002891608333333337,0.0699,0.0019,-0.0064,0.0045,-0.0055,-0.0226,0.0018
2019-07-31,-0.016455242395073334,-0.03129064333333333,0.01483540093826,0.0122,-0.0182,0.005,-0.0013,0.0037,0.0293,0.0019
2019-08-31,-0.09440854,-0.03179396166666666,-0.06261457833333334,-0.0255,-0.0325,-0.0477,0.0053,-0.0062,0.0748,0.0016
2019-09-30,0.03195918833333333,-0.06312805166666666,0.09508723999999999,0.0142,0.0029,0.0676,0.0182,0.0338,-0.0674,0.0018
2019-10-31,0.01500725,0.06817480000000001,-0.05316755000000001,0.0207,0.0025,-0.0192,0.0043,-0.0103,0.0013,0.0015
2019-11-30,0.06180181,0.11719232666666667,-0.05539051666666667,0.0387,0.0039,-0.02,-0.0164,-0.0114,-0.0261,0.0012
2019-12-31,0.038958825,0.076927395,-0.03796856999999999,0.0276,0.0099,0.0173,5e-4,0.0119,-0.0224,0.0014
2020-01-31,-0.05907368,-0.002994920000000001,-0.056078760000000005,-9e-4,-0.0437,-0.0622,-0.0119,-0.0219,0.0602,0.0013
2020-02-29,-0.07807576499999999,-0.026382818333333332,-0.051692946666666656,-0.0815,8e-4,-0.0382,-0.0143,-0.0253,-0.0024,0.0012
2020-03-31,-0.27978166364476,-0.18378494833333334,-0.09599671531142664,-0.1335,-0.0818,-0.1383,-0.0161,0.0119,0.082,0.0012
2020-04-30,0.24640874,0.198523345,0.047885395,0.1358,0.0257,-0.0134,0.0276,-0.0102,-0.0558,0
2020-05-31,0.099455512143435,0.15725776166666666,-0.057802249523231666,0.0559,0.0192,-0.05,0.0096,-0.0316,0.0015,1e-4
2020-06-30,0.05494695166666667,0.07616908,-0.021222128333333333,0.0244,0.0195,-0.0217,0.0014,0.0055,-0.0087,1e-4
2020-07-31,0.022235743333333335,-0.003777403333333335,0.02601314666666667,0.0583,-0.0319,-0.0144,0.0038,0.0097,0.0769,1e-4
2020-08-31,0.042949295,0.056865048333333335,-0.013915753333333336,0.0762,-0.0089,-0.0302,0.0427,-0.0151,0.0043,1e-4
2020-09-30,-0.07611969333333334,0.018229779999999998,-0.09434947333333334,-0.0364,-1e-4,-0.0272,-0.0138,-0.0193,0.0318,1e-4
2020-10-31,0.007228771666666666,-0.023110156666666666,0.03033892833333333,-0.0208,0.0467,0.0425,-0.0077,-0.0057,-0.031,1e-4
2020-11-30,0.24674024333333333,0.23828836833333333,0.008451874999999998,0.1244,0.0712,0.0209,-0.0225,0.0128,-0.126,1e-4
2020-12-31,0.096915235,0.07940621833333333,0.01750901666666667,0.0463,0.0493,-0.0168,-0.0197,-6e-4,-0.0227,1e-4
2021-01-31,0.07881943666666666,0.08202398833333334,-0.00320455166666668,-7e-4,0.0681,0.0322,-0.0365,0.0497,0.043,0
2021-02-28,0.12669384833333333,0.02276806333333333,0.10392578499999999,0.0281,0.045,0.072,0.0033,-0.0199,-0.0799,0
2021-03-31,0.028820695,-0.10730955987360667,0.13613025487360667,0.0316,-0.0084,0.0735,0.0635,0.0352,-0.061,0
2021-04-30,0.017252568333333333,4.468166666666528e-5,0.01720788666666667,0.0497,-0.0316,-0.0102,0.0243,-0.0272,0.0123,0
2021-05-31,0.04227230666666667,-0.07626311166666666,0.11853541833333334,0.0029,0.0127,0.0704,0.0234,0.0301,0.0056,0
2021-06-30,0.023839408333333333,0.08793921833333333,-0.06409981000000001,0.0273,-0.003,-0.0786,-0.0214,-0.0093,0.0207,0
2021-07-31,-0.05970200333333334,-0.096475505,0.036773501666666666,0.0134,-0.0455,-0.0179,0.055,-0.0059,-0.0217,0
2021-08-31,0.022533543333333336,0.03883734333333333,-0.016303799999999993,0.0295,-0.0066,-0.0023,-0.0026,-0.0172,0.0263,0
2021-09-30,-7.330833333333339e-4,-0.07851978333333333,0.0777867,-0.044,0.0112,0.0512,-0.0192,0.02,0.0143,0
2021-10-31,0.03302509666666667,0.038436464999999996,-0.005411368333333326,0.0663,-0.027,-0.0053,0.0171,-0.0154,0.0332,0
2021-11-30,-0.055273365,-0.11544666,0.06017329500000001,-0.0158,-0.017,-0.0037,0.0719,0.017,0.0097,0
2021-12-31,0.023071483333333333,-0.09864501333333334,0.12171649666666667,0.0324,-0.0078,0.0325,0.0488,0.0429,-0.024,1e-4
2022-01-31,-0.0440469748728,-0.23906656166666668,0.19501958679386666,-0.0615,-0.0401,0.1286,0.0077,0.0773,-0.0241,0
2022-02-28,0.017235606666666667,-0.0038167316666666675,0.021052338333333333,-0.0228,0.0286,0.0306,-0.0203,0.0303,0.0165,0
2022-03-31,0.0025596900000000007,-0.020775735,0.023335425,0.0308,-0.0211,-0.019,-0.015,0.0321,0.0292,0
2022-04-30,-0.09621181833333334,-0.21145338833333333,0.11524156999999999,-0.0941,-0.0035,0.0618,0.0341,0.0592,0.0499,0
2022-05-31,0.027506691533306666,-0.0823613,0.10986799153330666,-0.0033,-3e-4,0.0844,0.0155,0.0395,0.0252,3e-4
2022-06-30,-0.11165152333333334,-0.07284717767404,-0.03880434565929333,-0.084,0.0133,-0.06,0.0176,-0.0458,0.0107,6e-4
2022-07-31,0.10013672,0.17673415833333334,-0.07659743833333334,0.0957,0.0178,-0.0415,0.0077,-0.0685,-0.0438,8e-4
2022-08-31,-0.010139111666666667,0.029760071666666665,-0.03989918333333333,-0.0377,0.0148,0.0018,-0.0474,0.0132,0.0189,0.0019
2022-09-30,-0.092969574306125,-0.053804835,-0.039164739306125,-0.0934,-0.0098,3e-4,-0.0133,-0.0077,0.0371,0.0019
2022-10-31,0.12861542333333334,0.03276792833333333,0.095847495,0.0786,0.0181,0.0797,0.0327,0.0643,0.0392,0.0023
2022-11-30,0.04236554231453333,-0.07199050166666666,0.1143560439812,0.0469,-0.0275,0.0148,0.0629,0.0315,-0.0171,0.0029
2022-12-31,-0.06197423333333334,-0.08695349333333334,0.024979260000000003,-0.0638,-0.002,0.0134,0.0034,0.0428,0.0494,0.0033
2023-01-31,0.10709257333333333,0.14903030666666667,-0.04193773333333334,0.066,0.044,-0.0394,-0.0244,-0.0443,-0.1621,0.0035
2023-02-28,-0.02395344985504,-0.05107989166666667,0.02712644181162667,-0.0257,0.0057,-0.008,0.0099,-0.0151,0.0054,0.0034
2023-03-31,-0.11640799333333333,-0.07114339166666667,-0.04526460166666667,0.0249,-0.0689,-0.0905,0.0227,-0.021,-0.0237,0.0036
2023-04-30,-0.024910944624664998,0.013346243333333336,-0.03825718795799833,0.0063,-0.0257,-0.0012,0.0241,0.0285,0.0175,0.0035
2023-05-31,-0.04866146,0.06447413333333334,-0.11313559333333334,0.0033,-0.0043,-0.0779,-0.0178,-0.0708,-0.009,0.0036
2023-06-30,0.12212669833333334,0.045107256666666665,0.07701944166666667,0.0646,0.0128,-0.0013,0.0231,-0.0154,-0.027,0.004
2023-07-31,0.13692709333333333,0.05958470166666666,0.07734239166666668,0.0321,0.0286,0.0406,-0.0059,0.0066,-0.0396,0.0045
2023-08-31,-0.04318009,-0.102731975,0.059551885000000006,-0.0236,-0.0364,-0.0115,0.0333,-0.0237,0.0391,0.0045
2023-09-30,-0.057685695,-0.10902351833333333,0.05133782333333333,-0.0523,-0.0177,0.015,0.0185,-0.0075,0.0027,0.0043
2023-10-31,-0.07533454333333334,-0.13235283833333333,0.057018295,-0.0315,-0.0403,0.002,0.0241,-0.0072,0.0169,0.0047
2023-11-30,0.12450138192634666,0.15228574833333333,-0.02778436640698667,0.0888,-0.0021,0.0167,-0.0373,-0.0108,0.0253,0.0044
2023-12-31,0.15909765791834332,0.20826462499999998,-0.04916696708165666,0.0485,0.0725,0.0489,-0.0294,0.0126,-0.0548,0.0043
2024-01-31,-0.06201759166666667,-0.04176970666666667,-0.020247885,0.0073,-0.057,-0.0238,0.0064,-0.0095,0.0545,0.0047
2024-02-29,0.020567673333333335,0.12294286333333332,-0.10237518999999998,0.0507,-0.0084,-0.0343,-0.0203,-0.0221,0.0501,0.0042
2024-03-31,0.019754811666666663,-0.004229738333333334,0.023984549999999997,0.0284,-0.012,0.0416,0.0132,0.0114,-0.0032,0.0043
2024-04-30,-0.08245873166666667,-0.13161276,0.04915402833333332,-0.0465,-0.026,-0.0045,0.0115,-0.0034,-0.0045,0.0047
2024-05-31,0.060268096666666666,0.046734391666666666,0.013533705,0.0432,0.0057,-0.0131,0.0321,-0.029,0.0145,0.0044
2024-06-30,-0.02551586,-0.0012048966666666663,-0.024310963333333335,0.028,-0.0432,-0.0336,0.0056,-0.0179,0.0086,0.0041
2024-07-31,0.11468653166666667,0.0733078436205,0.04137868804616668,0.0122,0.0833,0.0557,0.0026,0.0027,-0.0236,0.0045
2024-08-31,-0.022180425,-0.022919486666666676,7.390616666666759e-4,0.0161,-0.0357,-0.0113,0.0075,0.0079,0.0487,0.0048
2024-09-30,0.019241885,0.018236878333333335,0.0010050066666666656,0.0173,-0.0091,-0.0273,0.0019,-0.0025,-0.0056,0.004
2024-10-31,-0.0012322066666666663,0.07537201,-0.07660421666666667,-0.01,-0.0086,0.0091,-0.0149,0.0102,0.0292,0.0039
2024-11-30,0.110281205,0.11903354208235001,-0.008752337082350015,0.0649,0.0463,0.0038,-0.0227,-0.0193,0.0094,0.004
2024-12-31,-0.07271191833333333,-0.11782259166666667,0.04511067333333334,-0.0316,-0.0382,-0.0297,0.0188,-0.012,-0.0034,0.0037
2025-01-31,0,0,0,0.028,-0.0123,0.0176,-0.0235,-0.0322,0.0099,0.0037
